id,name,type,power,age,town
bjoe,bjoern beton,2,5,24,NA
dokt,dokter renz,2,5,23,NA
emi,emi,3,5,NA,berlin
four,four music,1,63,NA,stuttgart
koen,koenig boris,2,5,24,NA
maxh,max herre,2,24,25,NA
mich,michi beck,2,222,31,NA
3p,pelham power productions (3p),1,47,NA,frankfurt
schw,schwester s,2,47,24,NA
smud,smudo,2,222,30,NA
sony,sony music group,3,266,NA,muenchen
thom,thomas d,2,261,30,NA
yoma,yomama,1,5,NA,hamburg
